EmpName,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary
Calvin Rose,0.22,0.74,3.0,199.0,6.0,0,0,accounting,medium
Bertha Hunt,0.64,0.54,3.0,166.0,2.0,0,0,support,medium
Sophie Watkins,0.72,0.88,2.0,247.0,3.0,0,0,technical,medium
Jon Bowen,0.48,0.69,4.0,245.0,3.0,0,0,management,medium
Amanda Baldwin,0.12,0.55,5.0,242.0,4.0,0,0,marketing,medium
Louis Schultz,0.78,0.98,5.0,158.0,2.0,0,0,marketing,medium
Cynthia Robertson,0.71,0.74,3.0,163.0,3.0,1,0,marketing,medium
Hattie Tyler,0.38,0.69,3.0,99.0,3.0,1,0,sales,high
Rosalie Willis,0.57,0.85,4.0,164.0,3.0,0,0,sales,low
Maggie Collier,0.72,0.51,3.0,160.0,3.0,0,0,sales,medium
Lydia Floyd,0.6,0.57,2.0,184.0,3.0,0,0,sales,medium
Genevieve Mullins,0.61,0.55,5.0,266.0,2.0,0,0,sales,medium
Adeline Goodman,0.67,0.64,4.0,190.0,2.0,0,0,sales,medium
Jeanette McKinney,0.97,0.97,5.0,192.0,2.0,0,0,sales,low
Dollie Harmon,0.22,0.6,3.0,205.0,6.0,1,0,sales,low
Virgie Wise,0.15,0.53,4.0,205.0,5.0,1,0,sales,low
Owen Morton,0.6,0.6,3.0,258.0,3.0,0,0,sales,low
Ollie Sullivan,0.15,0.8,5.0,151.0,2.0,1,0,sales,low
Shane Hamilton,0.5,0.81,3.0,148.0,2.0,0,0,sales,low
Louisa Strickland,0.9,0.67,3.0,179.0,2.0,0,0,sales,low
Jackson Warren,0.84,0.51,6.0,141.0,2.0,1,0,sales,low
Fred Foster,0.74,0.78,5.0,216.0,2.0,0,0,sales,low
Phillip Klein,0.72,0.51,3.0,235.0,2.0,0,0,sales,low
Josie Briggs,0.93,0.63,3.0,160.0,4.0,1,0,sales,low
Jesus Perkins,0.54,0.69,3.0,141.0,4.0,0,0,sales,low
Rodney Lloyd,0.87,0.65,4.0,246.0,2.0,1,0,sales,low
Bernice Moody,0.19,0.98,5.0,226.0,4.0,1,0,accounting,low
Dora Guerrero,0.33,0.4,4.0,212.0,2.0,1,0,accounting,low
Winifred Alexander,0.94,0.93,4.0,220.0,3.0,0,0,accounting,low
Edgar Wagner,0.77,0.49,4.0,266.0,2.0,0,0,hr,low
Tommy Nelson,0.48,0.82,3.0,183.0,2.0,0,0,hr,low
Nathan Christensen,0.7,0.74,5.0,263.0,3.0,1,0,hr,low
Abbie Robbins,0.54,0.93,4.0,161.0,4.0,1,0,hr,low
Terry Jones,0.61,0.98,4.0,199.0,2.0,0,0,technical,low
Aiden Gomez,0.97,0.4,4.0,258.0,4.0,1,0,technical,medium
Nathan Simpson,0.6,0.85,3.0,209.0,2.0,1,0,technical,medium
Delia Maldonado,0.93,0.84,5.0,135.0,3.0,0,0,technical,medium
Mattie Montgomery,0.48,0.69,4.0,222.0,2.0,0,0,technical,medium
Jesse Lewis,0.16,0.76,5.0,192.0,3.0,0,0,technical,medium
Margaret Greer,0.18,0.75,3.0,250.0,3.0,0,0,technical,medium
Nell Howard,0.84,0.75,3.0,187.0,3.0,1,0,technical,medium
Sue Allen,0.69,0.63,4.0,217.0,3.0,0,0,technical,medium
Adrian McKinney,0.22,0.88,4.0,213.0,3.0,1,0,technical,medium
Clayton Daniel,0.83,0.52,4.0,273.0,3.0,0,0,technical,medium
Lillian McKinney,0.58,0.5,2.0,132.0,3.0,0,0,support,medium
Mason Miles,0.61,0.62,4.0,140.0,3.0,1,0,support,medium
John Tran,0.67,0.5,4.0,173.0,2.0,1,0,support,high
Elnora Goodman,0.56,0.76,4.0,189.0,2.0,0,0,support,low
Luke Welch,0.74,0.74,3.0,156.0,3.0,0,0,support,medium
Ethan Collins,0.92,0.97,4.0,238.0,5.0,1,0,support,medium
Phillip Copeland,0.81,0.68,5.0,230.0,2.0,0,0,support,medium
Eugene West,0.48,0.49,4.0,242.0,2.0,1,0,support,medium
Ivan Pratt,0.73,0.72,4.0,197.0,3.0,0,0,support,low
Isaac Mitchell,0.97,0.66,6.0,164.0,5.0,0,0,support,low
Nellie Simon,0.15,0.51,6.0,248.0,5.0,0,0,support,low
Amelia Simmons,0.69,0.76,5.0,255.0,6.0,0,0,technical,low
Steve Nunez,0.61,0.68,5.0,225.0,4.0,0,0,technical,low
Kevin McDonald,0.86,0.58,3.0,151.0,2.0,0,0,technical,low
Ella Carpenter,0.55,0.88,4.0,252.0,3.0,0,0,management,low
Dora McKinney,0.9,0.74,4.0,206.0,4.0,1,0,IT,low
Mitchell McCarthy,0.65,0.4,2.0,141.0,2.0,0,0,IT,low
Marion Roberson,0.81,0.92,5.0,259.0,3.0,0,0,IT,low
Terry Knight,0.65,0.86,5.0,250.0,3.0,0,0,IT,low
Essie Bell,0.47,0.86,4.0,169.0,6.0,0,0,IT,low
Louise Banks,0.93,0.53,3.0,200.0,3.0,1,0,product_mng,low
Iva Harper,0.77,0.9,4.0,104.0,5.0,0,0,product_mng,low
Mayme Rhodes,0.87,0.82,6.0,176.0,3.0,0,0,product_mng,low
May Crawford,0.87,0.84,5.0,137.0,2.0,0,0,product_mng,low
Elnora Munoz,0.65,0.75,2.0,151.0,3.0,0,0,IT,low
Tommy Stevens,0.21,0.7,6.0,130.0,6.0,1,0,RandD,low
Iva Johnson,0.75,0.59,4.0,199.0,2.0,0,0,RandD,low
Ray Barrett,0.72,0.86,4.0,191.0,2.0,0,0,RandD,low
Addie Grant,0.88,0.63,3.0,273.0,3.0,1,0,RandD,low
Ernest Dixon,0.66,0.58,3.0,205.0,3.0,0,0,RandD,medium
Nathan Richards,0.8,0.75,3.0,181.0,3.0,0,0,marketing,medium
Alex Knight,0.22,0.55,4.0,261.0,3.0,1,0,sales,medium
Belle Sims,0.92,0.69,3.0,192.0,3.0,0,0,accounting,medium
Vernon Young,0.54,0.77,4.0,271.0,3.0,0,0,support,medium
Louisa Stevenson,0.91,0.56,4.0,158.0,3.0,0,0,technical,medium
Lee Curtis,0.77,0.83,4.0,231.0,2.0,0,0,management,medium
Harry Hudson,0.61,0.51,3.0,156.0,3.0,1,0,marketing,medium
Agnes Cooper,0.48,0.9,4.0,201.0,4.0,0,0,marketing,medium
Gilbert Smith,0.25,0.69,3.0,187.0,4.0,0,0,marketing,medium
Grace Barber,0.91,0.7,3.0,132.0,4.0,0,0,sales,medium
George Buchanan,0.72,0.58,5.0,147.0,3.0,1,0,sales,medium
Elsie Robbins,0.77,0.71,4.0,223.0,3.0,0,0,sales,high
Marcus Hubbard,0.41,0.4,2.0,194.0,2.0,0,0,sales,low
Russell Hernandez,0.51,0.49,4.0,234.0,2.0,0,0,sales,medium
Maud Tyler,0.72,0.79,3.0,149.0,3.0,0,0,sales,medium
Rosa Tran,0.47,0.57,3.0,162.0,3.0,1,0,sales,medium
Eva Conner,0.53,0.67,4.0,238.0,2.0,0,0,sales,medium
Milton Jennings,0.65,0.52,5.0,149.0,3.0,0,0,sales,low
Elijah Curry,0.18,0.75,4.0,170.0,5.0,0,0,sales,low
Dylan King,0.61,0.48,3.0,250.0,2.0,0,0,sales,low
Charles Rios,0.86,0.72,4.0,167.0,2.0,0,0,sales,low
Nina Pittman,0.14,0.77,4.0,166.0,5.0,0,0,sales,low
Blake Russell,0.63,0.8,3.0,205.0,2.0,0,0,sales,low
Ella Hammond,0.79,0.57,3.0,250.0,3.0,0,0,sales,low
Bertha Stokes,0.78,0.97,4.0,142.0,3.0,0,0,sales,low
Glen Arnold,0.14,0.52,4.0,217.0,6.0,0,0,sales,low
Tom Price,0.85,0.54,3.0,139.0,3.0,0,0,sales,low
Ethel Rodgers,0.85,0.75,4.0,139.0,3.0,0,0,sales,low
Dale Bailey,0.91,0.76,5.0,152.0,3.0,0,0,accounting,low
Glen Lucas,0.76,0.74,3.0,224.0,2.0,0,0,accounting,low
Gary Neal,0.62,0.72,5.0,180.0,3.0,0,0,accounting,low
Julia Page,0.53,0.69,4.0,216.0,2.0,0,0,hr,low
Clyde Boyd,0.97,0.63,3.0,133.0,3.0,0,0,hr,low
Marian Knight,0.48,0.53,4.0,271.0,3.0,0,0,hr,low
Lelia Ball,0.5,0.55,4.0,148.0,3.0,1,0,hr,low
Edwin Carpenter,0.32,0.42,2.0,99.0,4.0,0,0,technical,low
Theresa Hampton,0.58,0.77,4.0,196.0,2.0,1,0,technical,low
Alice Webster,0.81,0.83,3.0,196.0,2.0,0,0,technical,low
Brent Gill,0.48,0.84,4.0,228.0,3.0,0,0,technical,medium
Todd Spencer,0.96,0.88,4.0,165.0,2.0,0,0,technical,medium
Myrtie Perkins,0.56,0.9,3.0,235.0,2.0,0,0,technical,medium
Laura Pittman,0.63,0.96,4.0,167.0,2.0,0,0,technical,medium
Lucinda Dunn,0.21,0.5,5.0,255.0,5.0,0,0,technical,medium
Jessie Jackson,0.94,0.78,3.0,184.0,3.0,1,0,technical,medium
Stanley May,0.94,0.89,4.0,239.0,3.0,0,0,technical,medium
Gordon Bowers,0.96,0.54,3.0,153.0,2.0,0,0,technical,medium
Jimmy Owen,0.49,0.5,4.0,187.0,5.0,1,0,support,medium
Minnie Hale,0.82,0.68,2.0,285.0,2.0,0,0,support,medium
Violet Herrera,0.6,0.5,3.0,274.0,3.0,0,0,support,medium
Craig Bryant,0.76,0.5,3.0,156.0,3.0,1,0,support,medium
Ina Garner,0.69,0.64,5.0,265.0,2.0,1,0,support,high
Estelle Coleman,1.0,0.94,4.0,144.0,3.0,0,0,support,low
Daniel Weaver,0.62,0.66,4.0,143.0,3.0,0,0,support,medium
Josie Banks,0.4,0.99,4.0,214.0,6.0,1,0,support,medium
Fannie Lewis,0.94,0.91,3.0,163.0,3.0,0,0,support,medium
Steven Rodriguez,0.76,0.84,4.0,236.0,4.0,0,0,support,medium
Abbie Castro,0.58,0.69,3.0,146.0,4.0,0,0,support,low
Ronnie Martin,0.85,0.78,4.0,106.0,2.0,0,0,technical,low
Evelyn Rhodes,0.45,0.52,2.0,105.0,3.0,0,0,technical,low
Herman Foster,0.13,0.67,3.0,181.0,4.0,0,0,technical,low
Irene Roberson,0.24,0.5,5.0,174.0,4.0,0,0,management,low
Winifred Hayes,0.64,0.69,3.0,207.0,2.0,1,0,IT,low
Elijah Ball,0.63,0.61,6.0,118.0,2.0,0,0,IT,low
Leon Graves,0.61,0.99,4.0,251.0,2.0,0,0,IT,low
Genevieve Brady,0.71,0.99,2.0,136.0,3.0,0,0,IT,low
Ernest Daniels,0.9,0.89,5.0,249.0,3.0,1,0,IT,low
Chester Knight,0.17,0.76,4.0,171.0,5.0,0,0,product_mng,low
Gertrude James,0.93,0.97,3.0,256.0,2.0,1,0,product_mng,low
Kyle Marsh,0.83,0.89,5.0,141.0,3.0,1,0,product_mng,low
Roxie Diaz,0.58,0.75,4.0,186.0,2.0,0,0,product_mng,low
Mattie Blair,0.76,0.5,3.0,258.0,3.0,0,0,IT,low
Norman Norris,0.5,0.78,3.0,228.0,2.0,0,0,RandD,low
Lou Carr,0.22,0.81,5.0,205.0,4.0,0,0,RandD,low
Charlie Hayes,0.9,0.88,4.0,174.0,3.0,0,0,RandD,low
Alice Harrison,0.7,0.63,3.0,155.0,4.0,1,0,RandD,low
Kate Perry,0.73,0.85,5.0,245.0,3.0,0,0,RandD,low
Jeremy Lyons,0.84,0.87,3.0,271.0,3.0,0,0,marketing,low
Ronald Grant,0.55,0.63,5.0,184.0,4.0,0,0,marketing,medium
Maud Schultz,0.63,0.98,4.0,175.0,2.0,0,0,sales,medium
Harriett Reyes,0.51,0.92,3.0,224.0,3.0,0,0,accounting,medium
Gordon Hale,0.81,0.76,4.0,177.0,3.0,0,0,support,medium
Douglas Bailey,0.8,0.96,4.0,268.0,3.0,0,0,technical,medium
Kate Brock,0.99,0.97,4.0,208.0,3.0,0,0,management,medium
Edna Waters,0.9,0.87,5.0,219.0,2.0,0,0,marketing,medium
Harold Hall,0.65,0.67,5.0,128.0,5.0,0,0,marketing,medium
Lou Rivera,0.75,0.75,3.0,273.0,3.0,0,0,marketing,medium
Ricky Lloyd,0.62,0.49,4.0,218.0,4.0,0,0,sales,medium
Ethel Lyons,0.61,0.63,5.0,230.0,3.0,0,0,sales,medium
Christopher Morrison,0.24,0.6,4.0,195.0,5.0,0,0,sales,medium
Willie Moss,0.71,0.63,3.0,254.0,3.0,1,0,sales,high
Milton Ramsey,0.49,0.8,2.0,275.0,2.0,0,0,sales,low
Lucinda Bates,0.44,0.66,3.0,162.0,2.0,0,0,sales,medium
Seth Schmidt,0.75,0.87,4.0,193.0,3.0,0,0,sales,medium
Cora Welch,0.74,0.84,3.0,239.0,4.0,0,0,sales,medium
Adeline Bradley,0.62,0.87,5.0,149.0,3.0,0,0,sales,medium
Joshua Ball,0.51,0.58,3.0,155.0,3.0,0,0,sales,low
Don Sutton,0.61,0.59,5.0,271.0,2.0,0,0,sales,low
Helen Larson,0.56,0.49,5.0,163.0,3.0,0,0,sales,low
Tyler Hamilton,0.79,0.76,3.0,160.0,3.0,0,0,sales,low
Raymond Barrett,0.68,0.75,6.0,274.0,5.0,0,0,sales,low
Todd Romero,0.9,0.84,2.0,199.0,3.0,0,0,sales,low
Andre Hart,0.83,0.93,5.0,241.0,3.0,0,0,sales,low
Manuel Goodwin,0.94,0.82,3.0,187.0,3.0,0,0,sales,low
Jeffrey Long,0.21,0.65,5.0,223.0,3.0,1,0,sales,low
Antonio Figueroa,0.58,0.87,3.0,268.0,2.0,0,0,sales,low
Barbara Jensen,0.52,0.38,6.0,169.0,3.0,0,0,accounting,low
Ray Gutierrez,0.18,0.67,5.0,285.0,5.0,0,0,accounting,low
Madge Casey,0.94,0.91,5.0,254.0,3.0,0,0,accounting,low
Bertha Rios,0.69,0.5,3.0,208.0,4.0,0,0,hr,low
Ina Wong,0.65,0.83,4.0,218.0,3.0,0,0,hr,low
Bruce Rice,0.46,0.62,2.0,187.0,3.0,0,0,hr,low
Wesley Gonzalez,0.72,0.62,4.0,256.0,3.0,0,0,hr,low
Ola Padilla,0.3,0.37,6.0,278.0,3.0,0,0,technical,low
Susan Roberson,0.51,0.51,4.0,204.0,2.0,0,0,technical,low
Genevieve Shelton,0.43,0.75,3.0,108.0,2.0,0,0,technical,low
Ada Becker,0.56,0.94,3.0,226.0,2.0,0,0,technical,low
Tyler Jimenez,0.63,0.91,4.0,246.0,3.0,0,0,technical,medium
Ivan Padilla,0.61,0.55,5.0,260.0,3.0,0,0,technical,medium
Blake Wise,0.53,0.73,4.0,248.0,2.0,0,0,technical,medium
Inez Gilbert,0.87,0.75,3.0,132.0,3.0,0,0,technical,medium
Esther Alvarado,0.68,0.7,4.0,185.0,4.0,0,0,technical,medium
Alma Fields,0.78,0.84,3.0,269.0,2.0,0,0,technical,medium
Elijah Wilson,0.49,0.95,4.0,156.0,2.0,0,0,technical,medium
Tom Bowers,0.96,0.81,3.0,212.0,3.0,0,0,support,medium
Stanley Hardy,0.83,0.74,3.0,221.0,2.0,0,0,support,medium
Linnie Mills,0.48,0.67,5.0,273.0,3.0,0,0,support,medium
Edna Howard,0.63,0.86,4.0,271.0,3.0,1,0,support,medium
Pauline Moreno,0.87,0.38,4.0,183.0,5.0,0,0,support,medium
Lillie Howell,0.21,0.9,4.0,271.0,6.0,0,0,support,high
Mollie Farmer,0.79,0.58,5.0,165.0,3.0,0,0,support,low
Lillian Wong,0.8,0.96,3.0,257.0,5.0,0,0,support,medium
Blanche Warren,0.78,0.82,4.0,143.0,3.0,0,0,support,medium
Dora Harmon,0.67,0.65,5.0,156.0,2.0,0,0,support,medium
Rosetta Marshall,0.67,0.71,3.0,190.0,3.0,1,0,support,medium
Winnie Coleman,0.26,0.67,2.0,242.0,6.0,0,0,technical,low
Ricardo Barrett,0.89,0.83,5.0,267.0,4.0,0,0,technical,low
Jim Frank,0.7,0.53,4.0,152.0,3.0,0,0,technical,low
Susan Banks,0.51,0.48,5.0,136.0,4.0,0,0,management,low
Lois Barber,0.53,0.88,3.0,157.0,3.0,0,0,IT,low
Anne Rogers,0.76,0.51,4.0,281.0,3.0,0,0,IT,low
Martha Glover,0.86,0.93,5.0,208.0,2.0,0,0,IT,low
Eric Jacobs,0.63,0.96,5.0,152.0,3.0,0,0,IT,low
Brett Obrien,0.58,0.86,5.0,271.0,3.0,0,0,IT,low
Lloyd Rhodes,0.58,0.83,4.0,163.0,3.0,1,0,product_mng,low
Nelle Clayton,0.9,0.82,4.0,136.0,3.0,0,0,product_mng,low
Antonio Mack,0.79,0.57,4.0,233.0,2.0,0,0,product_mng,low
Bruce Wade,0.8,0.74,4.0,221.0,4.0,0,0,product_mng,low
Iva Price,0.53,0.65,2.0,189.0,2.0,1,0,IT,low
Mittie Fletcher,0.52,0.84,2.0,226.0,3.0,0,0,RandD,low
Elva Flores,0.82,0.59,5.0,201.0,3.0,0,0,RandD,low
Jesse Bowers,0.68,0.9,2.0,133.0,4.0,0,0,RandD,low
Birdie Manning,0.21,0.61,3.0,173.0,2.0,0,0,RandD,low
Etta Caldwell,0.81,0.5,4.0,152.0,3.0,1,0,RandD,low
Effie Zimmerman,0.57,0.9,3.0,256.0,4.0,0,0,RandD,low
May Bryan,0.99,0.72,3.0,119.0,2.0,1,0,marketing,low
Ronald Smith,0.9,1.0,4.0,207.0,3.0,0,0,sales,medium
Aaron Bryan,0.76,0.64,3.0,189.0,3.0,0,0,accounting,medium
Grace Franklin,0.56,0.92,4.0,172.0,2.0,0,0,support,medium
Cameron Hicks,0.5,0.93,6.0,150.0,3.0,1,0,technical,medium
Ralph Wheeler,0.48,0.89,5.0,179.0,3.0,0,0,management,medium
Robert Bishop,0.99,0.97,3.0,257.0,2.0,0,0,marketing,medium
Marvin Andrews,0.76,0.8,5.0,229.0,2.0,0,0,marketing,medium
Adeline Stanley,0.93,0.97,4.0,227.0,3.0,0,0,marketing,medium
Terry Burke,0.99,0.78,4.0,140.0,3.0,0,0,sales,medium
Bertha Manning,0.85,0.78,4.0,251.0,3.0,0,0,sales,medium
Richard Manning,0.63,0.95,4.0,137.0,3.0,0,0,sales,medium
Warren Gonzalez,0.63,0.78,3.0,153.0,3.0,1,0,sales,medium
Russell Torres,0.5,0.65,5.0,242.0,3.0,0,0,sales,high
Jorge Sparks,0.52,0.57,3.0,150.0,3.0,0,0,sales,low
Steve Jensen,0.63,0.99,3.0,247.0,3.0,0,0,sales,medium
Caroline Hogan,0.78,0.5,4.0,212.0,2.0,0,0,sales,medium
Jeanette Quinn,0.98,0.53,3.0,234.0,3.0,0,0,sales,medium
Isabella Gray,0.14,1.0,5.0,174.0,5.0,0,0,sales,medium
Sophia Brewer,0.7,0.9,3.0,225.0,2.0,0,0,sales,low
Nina Jordan,0.88,0.6,4.0,224.0,2.0,0,0,sales,low
Vincent Wheeler,0.72,0.62,3.0,270.0,4.0,0,0,sales,low
Jim Vasquez,0.88,0.51,4.0,139.0,3.0,0,0,sales,low
Elijah Lamb,0.71,0.51,3.0,248.0,4.0,0,0,sales,low
Estella Armstrong,0.6,0.85,3.0,172.0,2.0,0,0,sales,low
Patrick Crawford,0.88,0.86,4.0,224.0,3.0,1,0,sales,low
Mollie Williams,0.55,0.72,5.0,232.0,4.0,0,0,sales,low
Lula Allen,0.85,0.55,4.0,260.0,2.0,1,0,sales,low
Rosalie Walsh,0.84,0.51,2.0,117.0,4.0,0,0,accounting,low
Carrie Parker,0.91,0.61,4.0,243.0,2.0,1,0,accounting,low
Laura Perez,0.82,0.62,4.0,202.0,2.0,0,0,accounting,low
Clyde Wise,0.6,0.91,2.0,168.0,4.0,0,0,hr,low
Norman Williams,0.89,0.71,5.0,194.0,3.0,0,0,hr,low
Scott Coleman,0.6,0.97,4.0,219.0,4.0,1,0,hr,low
Mike Gonzalez,0.64,0.52,4.0,207.0,3.0,0,0,hr,low
Jane Hampton,0.93,0.88,4.0,177.0,3.0,0,0,technical,low
Mina Hall,0.81,0.99,3.0,239.0,2.0,1,0,technical,low
Jeffery Hanson,0.31,0.49,4.0,165.0,3.0,1,0,technical,low
James Gibson,0.68,0.69,4.0,225.0,2.0,0,0,technical,low
Lenora Matthews,0.78,0.59,3.0,212.0,2.0,0,0,technical,low
Isabel Jackson,0.44,0.42,4.0,159.0,4.0,0,0,technical,medium
Jason Herrera,0.64,0.93,4.0,233.0,2.0,1,0,technical,medium
Gabriel Ross,0.81,0.63,4.0,108.0,6.0,0,0,technical,medium
Evelyn Figueroa,0.5,0.49,3.0,214.0,3.0,0,0,technical,medium
Alta Sullivan,0.69,0.61,5.0,229.0,3.0,0,0,technical,medium
Mario Harrington,0.77,0.75,4.0,223.0,3.0,0,0,technical,medium
Samuel Gibson,0.69,0.56,4.0,178.0,3.0,0,0,support,medium
Eliza Ortiz,0.87,0.68,4.0,246.0,2.0,0,0,support,medium
Ivan Morales,0.85,0.91,4.0,145.0,3.0,0,0,support,medium
Betty Jordan,0.83,0.83,4.0,224.0,4.0,0,0,support,medium
Johnny Payne,0.68,0.51,3.0,259.0,3.0,0,0,support,medium
Mayme Walton,0.78,0.65,4.0,207.0,2.0,0,0,support,medium
Edwin Thomas,0.78,0.89,3.0,253.0,3.0,0,0,support,high
Jesse Curry,0.93,0.68,4.0,196.0,2.0,1,0,support,low
Janie Martin,0.54,0.75,3.0,240.0,3.0,0,0,support,medium
Hannah Dennis,0.76,0.56,3.0,255.0,3.0,0,0,support,medium
Agnes Moore,0.4,0.72,3.0,139.0,2.0,0,0,support,medium
Jon Alvarez,0.73,0.81,3.0,168.0,2.0,0,0,technical,medium
Bernice Chambers,0.86,0.98,5.0,233.0,3.0,0,0,technical,low
David Gordon,0.38,0.68,5.0,211.0,6.0,0,0,technical,low
Olivia Mullins,0.71,0.48,5.0,114.0,3.0,0,0,management,low
Kyle McCormick,0.58,0.97,5.0,202.0,2.0,0,0,IT,low
Barry Burton,0.67,0.59,3.0,177.0,3.0,1,0,IT,low
Jayden Hill,0.55,0.76,4.0,233.0,4.0,0,0,IT,low
Genevieve Schmidt,0.76,0.98,2.0,111.0,2.0,0,0,IT,low
Vera Scott,0.7,0.82,3.0,178.0,3.0,0,0,IT,low
Corey Patton,0.66,0.46,4.0,204.0,4.0,0,0,product_mng,low
Bradley Payne,0.96,0.72,3.0,272.0,3.0,0,0,product_mng,low
Flora Franklin,0.6,0.77,4.0,157.0,4.0,0,0,product_mng,low
Harold Brewer,0.54,0.94,5.0,229.0,3.0,1,0,product_mng,low
Lena Brock,0.85,0.9,5.0,202.0,3.0,0,0,IT,low
Richard Hernandez,0.96,0.84,3.0,264.0,3.0,0,0,RandD,low
Elijah Lowe,0.86,0.62,3.0,256.0,3.0,1,0,RandD,low
Helena Bridges,0.53,0.87,3.0,151.0,2.0,0,0,RandD,low
Sam Dawson,0.91,0.95,3.0,251.0,3.0,0,0,RandD,low
May Mathis,0.33,0.7,5.0,271.0,4.0,0,0,RandD,low
Lester Andrews,0.75,0.73,4.0,274.0,2.0,0,0,RandD,low
Harriet Conner,0.97,0.8,3.0,169.0,3.0,0,0,marketing,low
Bruce Manning,0.68,0.51,4.0,176.0,4.0,1,0,sales,low
Delia Simpson,0.68,0.7,5.0,168.0,2.0,0,0,accounting,medium
Alfred Yates,0.57,0.87,4.0,171.0,2.0,0,0,support,medium
Katherine Cox,0.87,0.9,4.0,214.0,3.0,0,0,technical,medium
Jackson Walters,0.5,0.91,5.0,224.0,2.0,1,0,management,medium
Aaron Smith,0.76,0.59,3.0,191.0,4.0,0,0,marketing,medium
Ian Newton,0.79,0.61,5.0,96.0,4.0,0,0,marketing,medium
Nina Stephens,0.17,0.9,6.0,217.0,6.0,1,0,marketing,medium
Amelia Barton,0.6,0.62,4.0,135.0,2.0,1,0,sales,medium
Ora Todd,0.89,0.67,3.0,226.0,3.0,0,0,sales,medium
Marie Ortiz,0.69,0.87,3.0,202.0,2.0,0,0,sales,medium
Nicholas Guerrero,0.68,0.85,2.0,180.0,6.0,0,0,sales,medium
Mattie Hart,0.61,0.87,5.0,174.0,4.0,0,0,sales,medium
Maurice Wagner,0.63,0.5,3.0,140.0,2.0,0,0,sales,high
Addie Jordan,0.5,0.96,4.0,147.0,3.0,0,0,sales,low
Rosa Moody,0.49,0.74,2.0,263.0,3.0,1,0,sales,medium
Madge Waters,0.83,0.55,5.0,261.0,5.0,0,0,sales,medium
Sadie Wade,0.59,0.71,2.0,176.0,2.0,1,0,sales,medium
Annie Briggs,0.75,0.93,2.0,98.0,5.0,0,0,sales,medium
Charlotte Love,0.66,0.48,3.0,192.0,3.0,1,0,sales,low
Carl Ward,0.68,0.51,4.0,157.0,3.0,0,0,sales,low
Myra Howell,0.73,0.58,5.0,230.0,3.0,0,0,sales,low
Louisa Romero,0.98,0.53,4.0,192.0,2.0,1,0,sales,low
Leah Frank,0.86,0.65,3.0,161.0,3.0,0,0,sales,low
Timothy Wright,0.5,0.55,3.0,176.0,3.0,0,0,sales,low
Nina Bridges,0.76,0.76,3.0,216.0,3.0,0,0,sales,low
Leonard Lee,0.3,0.47,4.0,176.0,2.0,0,0,sales,low
Jeffery Saunders,0.3,0.86,3.0,276.0,5.0,1,0,accounting,low
Philip Greene,0.64,0.59,3.0,174.0,3.0,1,0,accounting,low
Chris Hopkins,0.59,0.75,3.0,106.0,2.0,0,0,accounting,low
Cora Gutierrez,0.85,0.63,4.0,154.0,3.0,0,0,hr,low
Alta Maldonado,0.76,0.93,3.0,271.0,5.0,0,0,hr,low
Matilda Taylor,0.63,0.5,5.0,246.0,2.0,0,0,hr,low
Lettie Moreno,0.65,0.86,4.0,264.0,2.0,1,0,hr,low
Ian Brock,0.43,0.68,3.0,197.0,2.0,0,0,technical,low
Edith Hammond,0.83,0.56,4.0,165.0,2.0,0,0,technical,low
Arthur West,0.49,0.77,4.0,218.0,2.0,0,0,technical,low
Glenn Maldonado,0.67,0.73,3.0,203.0,2.0,0,0,technical,low
Walter Taylor,0.9,0.47,2.0,107.0,6.0,1,0,technical,low
Brandon Steele,0.83,0.96,3.0,179.0,2.0,0,0,technical,low
Rosetta Watson,0.92,0.84,5.0,264.0,3.0,0,0,technical,medium
Eleanor Burke,0.83,0.7,5.0,154.0,3.0,0,0,technical,medium
Janie Russell,0.64,0.55,4.0,167.0,3.0,1,0,technical,medium
Jay Floyd,0.93,0.97,4.0,158.0,3.0,1,0,technical,medium
Theodore Townsend,0.6,0.87,4.0,227.0,3.0,1,0,technical,medium
Shawn Newton,0.74,0.69,3.0,230.0,2.0,0,0,support,medium
Stephen Gregory,0.56,0.75,5.0,143.0,5.0,0,0,support,medium
Clifford Yates,0.61,0.77,4.0,142.0,3.0,0,0,support,medium
Cory Parker,0.63,0.62,4.0,184.0,4.0,0,0,support,medium
Adele Tate,0.24,0.62,5.0,169.0,4.0,0,0,support,medium
Catherine Perkins,0.17,0.56,5.0,218.0,4.0,1,0,support,medium
Caleb Gonzales,0.46,0.64,2.0,121.0,3.0,0,0,support,medium
Olga Barnes,0.68,0.48,4.0,251.0,4.0,0,0,support,high
Kathryn Williamson,0.68,0.6,2.0,192.0,6.0,0,0,support,low
Johanna Rios,0.16,0.71,6.0,227.0,5.0,0,0,support,medium
Aaron Duncan,0.15,0.56,6.0,140.0,5.0,0,0,support,medium
Jay Guzman,0.55,0.49,3.0,152.0,2.0,0,0,technical,medium
Sally McGuire,0.72,0.66,4.0,202.0,4.0,0,0,technical,medium
Emilie Vasquez,0.91,0.89,2.0,219.0,4.0,0,0,technical,low
Jeremy Mathis,0.3,0.91,4.0,248.0,4.0,0,0,management,low
Helen Guzman,0.56,0.68,5.0,203.0,2.0,0,0,IT,low
Tony Gardner,0.94,0.94,3.0,255.0,3.0,0,0,IT,low
