EmpName,left,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary
Corey Phillips,1,0.4,0.46,2.0,149.0,3.0,0,0,technical,medium
Jeremiah Carpenter,1,0.09,0.8,6.0,304.0,5.0,0,0,technical,medium
Jerome Carr,1,0.48,0.93,3.0,219.0,6.0,0,0,technical,low
Cynthia Park,1,0.91,0.91,4.0,262.0,6.0,0,0,support,low
Keith Goodman,1,0.43,0.57,2.0,135.0,3.0,0,0,support,low
Carrie Herrera,1,0.33,0.88,6.0,219.0,5.0,0,0,support,low
Andre Vasquez,1,0.41,0.57,2.0,136.0,3.0,0,0,support,low
Tommy Weaver,1,0.41,0.55,2.0,154.0,3.0,0,0,support,low
Luis Cain,1,0.37,0.54,2.0,149.0,3.0,0,0,support,low
Willie Santos,1,0.31,0.62,6.0,135.0,5.0,0,0,support,low
Oscar Delgado,1,0.09,0.91,6.0,275.0,4.0,0,0,support,low
Nathaniel Poole,1,0.1,0.87,6.0,290.0,4.0,0,0,support,low
Rosie Stephens,1,0.76,0.9,4.0,263.0,5.0,0,0,support,low
Phillip Tyler,1,0.41,0.54,2.0,145.0,3.0,0,0,support,low
Gertrude McKenzie,1,0.72,0.96,5.0,267.0,5.0,0,0,technical,low
Allen Cobb,1,0.4,0.5,2.0,141.0,3.0,1,0,technical,low
Alex Graves,1,0.91,0.87,4.0,235.0,5.0,0,0,technical,low
Russell Barrett,1,0.1,0.83,6.0,258.0,4.0,0,0,management,low
Barry Castillo,1,0.4,0.56,2.0,131.0,3.0,0,0,IT,low
Francis Morris,1,0.82,0.86,5.0,243.0,5.0,0,0,IT,low
Jeremy Valdez,1,0.1,0.82,6.0,266.0,4.0,0,0,IT,low
Jerry Cain,1,0.37,0.45,2.0,142.0,3.0,0,0,IT,low
Julia Hale,1,0.36,0.51,2.0,135.0,3.0,0,0,IT,low
Mitchell Harris,1,0.39,0.48,2.0,141.0,3.0,0,0,product_mng,medium
Henry Price,1,0.36,0.57,2.0,142.0,3.0,0,0,product_mng,medium
Lee Holland,1,0.86,0.84,5.0,254.0,5.0,0,0,product_mng,medium
Maria Holland,1,0.73,0.99,5.0,262.0,5.0,0,0,product_mng,medium
Jerome Patterson,1,0.56,0.71,4.0,296.0,2.0,0,0,IT,medium
Johnny Swanson,1,0.44,0.56,2.0,158.0,3.0,0,0,accounting,medium
Mabelle Payne,1,0.31,0.56,4.0,238.0,2.0,0,0,accounting,medium
Charlotte Day,1,0.77,0.93,4.0,231.0,5.0,0,0,hr,medium
Rhoda Stewart,1,0.44,0.45,2.0,156.0,3.0,0,0,hr,medium
Mark Munoz,1,0.38,0.46,2.0,145.0,3.0,0,0,hr,medium
Rebecca Cannon,1,0.45,0.48,2.0,144.0,3.0,0,0,marketing,medium
Jeremy Bradley,1,0.38,0.51,2.0,159.0,3.0,0,0,sales,medium
Oscar Page,1,0.36,0.48,2.0,156.0,3.0,0,0,accounting,high
Rena Farmer,1,0.75,0.9,5.0,256.0,5.0,0,0,support,low
Ann Hampton,1,0.1,0.93,6.0,298.0,4.0,0,0,technical,medium
Tommy Rhodes,1,0.1,0.97,6.0,247.0,4.0,0,0,management,medium
Joshua Walsh,1,0.45,0.5,2.0,157.0,3.0,0,0,marketing,medium
Lily Jensen,1,0.42,0.57,2.0,154.0,3.0,1,0,marketing,medium
Rosa Bass,1,0.78,1.0,4.0,253.0,5.0,0,0,marketing,low
Chester Harrington,1,0.45,0.55,2.0,148.0,3.0,0,0,sales,low
Lucas Estrada,1,0.84,1.0,4.0,261.0,5.0,0,0,sales,low
Alejandro Flowers,1,0.11,0.93,6.0,282.0,4.0,0,0,sales,low
Tony Roberson,1,0.42,0.56,2.0,133.0,3.0,0,0,sales,low
Eula Gilbert,1,0.45,0.46,2.0,128.0,3.0,0,0,sales,low
Anne Quinn,1,0.46,0.57,2.0,139.0,3.0,0,0,sales,low
Tom Ortiz,1,0.09,0.79,6.0,293.0,5.0,0,0,sales,low
Andrew Taylor,1,0.87,0.83,4.0,265.0,6.0,0,0,sales,low
Jerry Cortez,1,0.1,0.87,6.0,250.0,4.0,0,0,sales,low
Mina Rogers,1,0.91,1.0,5.0,251.0,6.0,0,0,sales,low
Anthony Robbins,1,0.76,0.92,4.0,246.0,5.0,0,0,sales,low
Georgie Black,1,0.74,1.0,5.0,275.0,5.0,0,0,sales,low
Timothy Miller,1,0.92,0.93,5.0,240.0,5.0,0,0,sales,low
Phoebe Gregory,1,0.76,0.87,5.0,245.0,5.0,0,0,sales,low
Edwin Dawson,1,0.47,0.5,4.0,254.0,4.0,0,0,sales,low
Bertha Wilkins,1,0.73,0.99,5.0,241.0,5.0,0,0,sales,low
Sophia Barber,1,0.09,0.94,6.0,257.0,4.0,0,0,sales,low
Randall Perez,1,0.91,0.92,4.0,246.0,5.0,0,0,sales,low
Susan Stephens,1,0.82,0.98,4.0,233.0,5.0,0,0,sales,low
Christopher Rowe,1,0.28,0.45,6.0,218.0,4.0,0,0,accounting,low
Nell Scott,1,0.84,0.99,4.0,262.0,6.0,0,0,accounting,medium
Ora Owen,1,0.45,0.53,2.0,138.0,3.0,0,0,accounting,medium
Gavin Fisher,1,0.45,0.54,2.0,142.0,3.0,0,0,hr,medium
Rosie Rios,1,0.91,0.97,5.0,233.0,5.0,0,0,hr,medium
Rosa Hunt,1,0.42,0.48,2.0,155.0,3.0,0,0,hr,medium
Jayden Lamb,1,0.82,1.0,4.0,229.0,6.0,0,0,hr,medium
Dominic Owen,1,0.11,0.9,6.0,264.0,4.0,0,0,technical,medium
Elizabeth Stanley,1,0.42,0.53,3.0,199.0,4.0,0,0,technical,medium
Clifford Flowers,1,0.82,0.85,4.0,223.0,5.0,0,0,technical,medium
Virgie Johnston,1,0.09,0.96,6.0,268.0,4.0,0,0,technical,medium
Nancy Rogers,1,0.1,0.94,6.0,287.0,4.0,0,0,technical,medium
Douglas Higgins,1,0.86,1.0,5.0,257.0,5.0,0,0,technical,medium
Jesus Miller,1,0.4,0.46,2.0,143.0,3.0,0,0,technical,high
Beatrice Ball,1,0.45,0.46,2.0,130.0,3.0,0,0,technical,low
Allie Robbins,1,0.42,0.51,2.0,136.0,3.0,0,0,technical,medium
Ella Schwartz,1,0.74,0.92,4.0,261.0,5.0,0,0,technical,medium
Jose Fox,1,0.55,0.6,3.0,180.0,4.0,0,0,technical,medium
Harriett Colon,1,0.37,0.45,2.0,126.0,3.0,0,0,support,medium
Lettie Baker,1,0.41,0.52,2.0,127.0,3.0,1,0,support,low
Benjamin McCormick,1,0.89,0.65,5.0,195.0,6.0,0,0,support,low
Lloyd Howell,1,0.41,0.57,2.0,160.0,3.0,0,0,support,low
Ida Becker,1,0.44,0.51,2.0,150.0,3.0,0,0,support,low
Edna Martinez,1,0.87,0.84,4.0,264.0,6.0,0,0,support,low
Roy Hunt,1,0.1,0.84,6.0,309.0,4.0,0,0,support,low
Ophelia Green,1,0.41,0.47,2.0,135.0,3.0,0,0,support,low
Ray Lopez,1,0.11,0.85,6.0,261.0,4.0,0,0,support,low
Mayme Baldwin,1,0.43,0.53,2.0,160.0,3.0,0,0,support,low
Teresa Mitchell,1,0.77,0.9,4.0,237.0,5.0,0,0,support,low
Henrietta Bishop,1,0.41,0.52,2.0,136.0,3.0,0,0,technical,low
Jordan Miles,1,0.41,0.48,2.0,139.0,3.0,0,0,technical,low
Clara Lawson,1,0.36,0.78,2.0,151.0,4.0,0,0,technical,low
Joe Chandler,1,0.77,1.0,5.0,229.0,5.0,0,0,management,low
Blake Nguyen,1,0.81,0.98,5.0,245.0,5.0,0,0,IT,low
James Wong,1,0.39,0.54,2.0,127.0,3.0,0,0,IT,low
Flora Watson,1,0.09,0.94,6.0,283.0,5.0,0,0,IT,low
Ricardo Ballard,1,0.44,0.46,2.0,143.0,3.0,0,0,IT,low
Lula Wallace,1,0.1,0.84,5.0,298.0,4.0,0,0,IT,low
Billy Wilkins,1,0.36,0.48,2.0,159.0,3.0,0,0,product_mng,low
Lillie Conner,1,0.81,0.92,5.0,239.0,5.0,0,0,product_mng,low
Nina Briggs,1,0.81,0.9,4.0,226.0,5.0,0,0,product_mng,medium
Logan Phelps,1,0.85,0.98,5.0,248.0,5.0,0,0,product_mng,medium
Eva Gordon,1,0.1,0.87,6.0,286.0,4.0,0,0,IT,medium
Rebecca Bailey,1,0.37,0.54,2.0,145.0,3.0,0,0,RandD,medium
Isaac Sandoval,1,0.09,0.97,7.0,254.0,4.0,1,0,RandD,medium
Hulda Wade,1,0.44,0.53,2.0,127.0,3.0,0,0,RandD,medium
Gertrude Francis,1,0.86,0.93,5.0,223.0,5.0,0,0,RandD,medium
Logan Carroll,1,0.77,1.0,4.0,255.0,5.0,0,0,RandD,medium
Louis Douglas,1,0.41,0.48,2.0,136.0,3.0,0,0,marketing,medium
Calvin Oliver,1,0.4,0.48,2.0,137.0,3.0,0,0,sales,medium
Birdie Bryant,1,0.43,0.49,2.0,135.0,3.0,0,0,accounting,medium
Ian Stevenson,1,0.43,0.5,2.0,137.0,3.0,0,0,support,medium
Timothy Sanchez,1,0.8,0.53,3.0,255.0,5.0,0,0,technical,high
Elnora Gonzales,1,0.8,0.85,4.0,273.0,5.0,0,0,management,low
May Summers,1,0.82,0.98,5.0,234.0,5.0,0,0,marketing,medium
Sarah Weaver,1,0.37,0.54,2.0,152.0,3.0,0,0,marketing,medium
Cecelia Simon,1,0.37,0.48,2.0,134.0,3.0,0,0,marketing,medium
Gavin Newman,1,0.09,0.95,6.0,292.0,4.0,0,0,sales,medium
Caroline Frank,1,0.9,0.92,5.0,245.0,5.0,0,0,sales,low
Olivia Herrera,1,0.41,0.52,2.0,159.0,3.0,0,0,sales,low
Millie Barber,1,0.1,0.85,6.0,260.0,4.0,0,0,sales,low
Lydia Hunt,1,0.44,0.53,2.0,149.0,3.0,0,0,sales,low
Lola Olson,1,0.89,0.85,5.0,266.0,5.0,0,0,sales,low
Fred McDonald,1,0.42,0.56,2.0,149.0,3.0,0,0,sales,low
Ronald Floyd,1,0.87,1.0,5.0,242.0,5.0,0,0,sales,low
Carrie Jimenez,1,0.45,0.57,2.0,134.0,3.0,0,0,sales,low
Belle Figueroa,1,0.11,0.87,5.0,271.0,4.0,0,0,sales,low
Travis Beck,1,0.09,0.79,6.0,275.0,4.0,0,0,sales,low
Mamie Barton,1,0.76,0.83,5.0,227.0,5.0,0,0,sales,low
Nathan Williamson,1,0.11,0.96,7.0,277.0,5.0,0,0,sales,low
Edward Singleton,1,0.37,0.49,2.0,151.0,3.0,0,0,sales,low
Daniel Bishop,1,0.1,0.79,6.0,274.0,4.0,0,0,sales,low
Janie Williams,1,0.77,0.87,4.0,242.0,6.0,0,0,sales,low
Eugenia Matthews,1,0.42,0.54,2.0,143.0,3.0,1,0,sales,low
Joshua Reynolds,1,0.38,0.52,2.0,145.0,3.0,0,0,sales,low
Myra Lindsey,1,0.32,0.95,5.0,172.0,2.0,0,0,sales,low
Barbara Lloyd,1,0.38,0.49,2.0,135.0,3.0,0,0,accounting,low
Dean Rodriguez,1,0.19,1.0,4.0,192.0,4.0,0,0,accounting,low
Elnora Cummings,1,0.1,0.83,7.0,276.0,4.0,0,0,accounting,low
Maud Ellis,1,0.76,0.88,4.0,206.0,4.0,0,0,hr,medium
Ollie Burke,1,0.53,0.56,4.0,281.0,6.0,0,0,hr,medium
Kenneth Keller,1,0.39,0.51,2.0,151.0,3.0,0,0,hr,medium
Vincent Peters,1,0.11,0.83,6.0,244.0,4.0,0,0,hr,medium
Belle Ball,1,0.1,0.94,6.0,309.0,4.0,0,0,technical,medium
Kyle Hammond,1,0.84,1.0,5.0,218.0,5.0,0,0,technical,medium
Isaiah Cox,1,0.82,0.99,4.0,263.0,6.0,0,0,technical,medium
Lelia Mann,1,0.1,0.82,6.0,244.0,4.0,0,0,technical,medium
Michael Wallace,1,0.59,0.49,7.0,263.0,4.0,0,0,technical,medium
Amanda Porter,1,0.44,0.48,2.0,143.0,3.0,0,0,technical,medium
Carrie Bowen,1,0.89,0.95,2.0,181.0,5.0,0,0,technical,medium
Cynthia Pratt,1,0.91,0.84,5.0,265.0,5.0,0,0,technical,medium
Isabel James,1,0.66,0.57,5.0,161.0,5.0,0,0,technical,high
Anne Butler,1,0.11,0.87,7.0,282.0,5.0,0,0,technical,low
Gary Potter,1,0.43,0.51,2.0,155.0,3.0,0,0,technical,medium
Hannah Martin,1,0.78,0.83,4.0,217.0,6.0,0,0,support,medium
Eliza Chambers,1,0.11,0.97,6.0,289.0,5.0,0,0,support,medium
Mitchell Arnold,1,0.83,0.98,4.0,259.0,5.0,0,0,support,medium
Leo Copeland,1,0.39,0.54,2.0,158.0,3.0,0,0,support,low
Lola Weaver,1,0.38,0.55,2.0,158.0,3.0,0,0,support,low
Theodore Brewer,1,0.37,0.57,2.0,155.0,3.0,0,0,support,low
Douglas Jacobs,1,0.44,0.48,2.0,146.0,3.0,0,0,support,low
Lydia Hammond,1,0.53,0.85,2.0,164.0,5.0,0,0,support,low
Brian Francis,1,0.09,0.96,6.0,259.0,4.0,0,0,support,low
Duane Chambers,1,0.11,0.89,6.0,293.0,4.0,0,0,support,low
Birdie Reynolds,1,0.83,0.96,5.0,275.0,5.0,0,0,support,low
Russell Freeman,1,0.88,1.0,5.0,219.0,6.0,1,0,technical,low
Micheal Gill,1,0.1,0.89,6.0,247.0,4.0,0,0,technical,low
Luis Lee,1,0.09,0.86,7.0,309.0,4.0,0,0,technical,low
Chad Becker,1,0.44,0.54,2.0,151.0,3.0,0,0,management,low
Chester Silva,1,0.39,0.51,2.0,129.0,3.0,0,0,IT,low
Annie Frazier,1,0.87,0.94,4.0,274.0,5.0,0,0,IT,low
Ida Glover,1,0.74,0.99,4.0,233.0,5.0,0,0,IT,low
Michael Mathis,1,0.1,0.95,7.0,289.0,4.0,0,0,IT,low
Danny Caldwell,1,0.74,0.82,4.0,239.0,6.0,0,0,IT,low
Oscar Alvarez,1,0.75,0.99,5.0,221.0,5.0,0,0,product_mng,low
Erik Buchanan,1,0.41,0.56,2.0,150.0,3.0,0,0,product_mng,low
Seth Gibbs,1,0.41,0.45,2.0,144.0,3.0,1,0,product_mng,low
Kathryn Perez,1,0.09,0.9,7.0,289.0,4.0,0,0,product_mng,low
Lydia Tate,1,0.09,0.8,6.0,301.0,5.0,0,0,IT,medium
Hilda Day,1,0.39,0.57,2.0,145.0,3.0,0,0,accounting,medium
Ernest Morton,1,0.4,0.56,2.0,137.0,3.0,0,0,accounting,medium
Ian Tyler,1,0.37,0.54,2.0,131.0,3.0,1,0,hr,medium
Ophelia Gibbs,1,0.1,0.84,6.0,246.0,4.0,0,0,hr,medium
Edna Cross,1,0.43,0.51,2.0,136.0,3.0,0,0,hr,medium
Derek Ward,1,0.75,0.85,5.0,240.0,6.0,1,0,marketing,medium
Betty Williamson,1,0.37,0.56,2.0,156.0,3.0,0,0,sales,medium
Clifford Yates,1,0.11,0.85,6.0,305.0,4.0,0,0,accounting,medium
Lura Perkins,1,0.45,0.45,2.0,154.0,3.0,1,0,support,medium
Nicholas Lloyd,1,0.87,1.0,5.0,261.0,5.0,1,0,technical,medium
Brandon Wagner,1,0.11,0.94,7.0,244.0,4.0,0,0,management,medium
Beatrice Terry,1,0.45,0.54,2.0,129.0,3.0,0,0,marketing,high
Max Wilson,1,0.81,0.87,4.0,254.0,5.0,0,0,marketing,low
Juan Becker,1,0.77,0.91,5.0,236.0,5.0,0,0,marketing,medium
Charlotte Poole,1,0.89,0.92,5.0,237.0,5.0,0,0,sales,medium
Lettie Nash,1,0.43,0.49,2.0,135.0,3.0,0,0,sales,medium
Frederick Houston,1,0.78,1.0,5.0,236.0,5.0,0,0,sales,medium
Viola Shaw,1,0.37,0.47,2.0,149.0,3.0,0,0,sales,low
Christopher Wheeler,1,0.37,0.5,2.0,141.0,3.0,0,0,sales,low
Eula Rios,1,0.85,0.82,4.0,270.0,5.0,0,0,sales,low
Edward Colon,1,0.41,0.47,2.0,138.0,3.0,0,0,sales,low
Dennis Henry,1,0.11,0.96,6.0,298.0,4.0,0,0,sales,low
Sarah Sutton,1,0.75,0.99,5.0,254.0,5.0,0,0,sales,low
Susie Farmer,1,0.82,0.85,5.0,248.0,5.0,0,0,sales,low
Troy Estrada,1,0.79,1.0,5.0,257.0,6.0,0,0,sales,low
Gabriel Moreno,1,0.43,0.53,2.0,150.0,3.0,0,0,sales,low
Minnie Miles,1,0.1,0.9,7.0,281.0,4.0,0,0,sales,low
Jeffery Butler,1,0.46,0.48,2.0,141.0,3.0,1,0,sales,low
Annie Jones,1,0.43,0.57,2.0,157.0,3.0,0,0,sales,low
Ann Johnston,1,0.43,0.55,2.0,136.0,3.0,0,0,sales,low
Leo Banks,1,0.11,0.8,7.0,296.0,4.0,0,0,sales,low
Glen Farmer,1,0.09,0.86,6.0,279.0,4.0,0,0,sales,low
Ronnie Griffin,1,0.37,0.53,2.0,131.0,3.0,0,0,sales,low
Todd Blair,1,0.4,0.57,2.0,160.0,3.0,0,0,accounting,low
Evelyn Walker,1,0.1,0.77,7.0,291.0,4.0,0,0,accounting,low
Tommy Curtis,1,0.41,0.53,2.0,157.0,3.0,0,0,accounting,low
Nelle Holland,1,0.79,0.58,3.0,294.0,4.0,0,0,hr,low
Eleanor Roy,1,0.11,0.79,7.0,310.0,4.0,0,0,hr,low
Alma Lawson,1,0.1,0.97,6.0,282.0,4.0,0,0,hr,medium
Irene Marshall,1,0.44,0.51,2.0,134.0,3.0,0,0,hr,medium
Dennis Nichols,1,0.25,0.46,4.0,214.0,4.0,0,0,technical,medium
Iva Black,1,0.44,0.52,2.0,137.0,3.0,0,0,technical,medium
Rhoda Hampton,1,0.73,1.0,4.0,252.0,5.0,0,0,technical,medium
Ada Atkins,1,0.75,0.97,5.0,243.0,6.0,0,0,technical,medium
Fred Conner,1,0.36,0.47,2.0,148.0,3.0,0,0,technical,medium
Franklin Coleman,1,0.37,0.49,2.0,151.0,3.0,0,0,technical,medium
Isaiah Wright,1,0.39,0.49,2.0,129.0,3.0,0,0,technical,medium
Vera Hines,1,0.48,0.78,2.0,198.0,2.0,0,0,technical,medium
Maud Sanders,1,0.57,0.72,4.0,275.0,6.0,0,0,technical,medium
Julian Bowers,1,0.9,0.96,5.0,243.0,5.0,0,0,technical,medium
Blanche Barnett,1,0.39,0.55,2.0,159.0,3.0,0,0,technical,high
Randall Moreno,1,0.44,0.51,2.0,145.0,3.0,0,0,support,low
Dale Clark,1,0.81,0.88,5.0,242.0,5.0,0,0,support,medium
Willie Lane,1,0.74,0.87,5.0,242.0,5.0,0,0,support,medium
Mabelle Fuller,1,0.44,0.56,2.0,145.0,3.0,0,0,support,medium
Stella Bates,1,0.41,0.56,2.0,154.0,3.0,0,1,support,medium
Rhoda Buchanan,1,0.4,0.51,2.0,139.0,3.0,0,0,support,low
Linnie Adams,1,0.46,0.57,2.0,152.0,3.0,0,0,support,low
Alejandro Moss,1,0.8,0.83,2.0,211.0,3.0,0,0,support,low
Melvin Grant,1,0.87,0.9,5.0,258.0,5.0,0,0,support,low
Alta Valdez,1,0.39,0.54,2.0,155.0,3.0,0,0,support,low
Dominic Gonzales,1,0.38,0.55,2.0,148.0,3.0,0,0,support,low
Madge Lynch,1,0.66,0.67,2.0,255.0,3.0,0,0,technical,low
Miguel Webster,1,0.1,0.8,6.0,264.0,4.0,0,0,technical,low
Willie Lyons,1,0.37,0.54,2.0,132.0,3.0,0,0,technical,low
Olga Sandoval,1,0.1,0.77,6.0,255.0,4.0,0,0,management,low
Jason McBride,1,0.09,0.87,5.0,263.0,4.0,0,0,IT,low
Jesse Matthews,1,0.86,0.84,5.0,222.0,5.0,0,0,IT,low
Alice Caldwell,1,0.11,0.9,6.0,263.0,4.0,0,0,IT,low
Mike Christensen,1,0.37,0.46,2.0,157.0,3.0,0,0,IT,low
Abbie Doyle,1,0.11,0.92,7.0,307.0,4.0,0,0,IT,low
Danny Logan,1,0.77,0.98,5.0,259.0,6.0,0,0,product_mng,low
Elijah Fowler,1,0.84,0.94,5.0,222.0,6.0,0,0,product_mng,low
Theresa Tyler,1,0.1,0.84,7.0,250.0,4.0,0,0,product_mng,low
Trevor Nunez,1,0.83,0.9,5.0,245.0,5.0,0,0,product_mng,low
Blake Griffin,1,0.11,0.79,6.0,292.0,4.0,0,0,IT,low
Gabriel Pope,1,0.86,0.92,5.0,252.0,5.0,0,0,RandD,low
Celia Brady,1,0.38,0.56,2.0,161.0,3.0,0,0,RandD,medium
Rose Garza,1,0.11,0.88,5.0,250.0,4.0,0,0,RandD,medium
Gavin Patton,1,0.45,0.49,2.0,134.0,3.0,0,0,RandD,medium
Henry McGee,1,0.1,0.85,7.0,279.0,4.0,0,0,RandD,medium
Eugenia Davis,1,0.09,0.95,7.0,256.0,4.0,0,0,marketing,medium
Barbara Webb,1,0.39,0.53,2.0,127.0,3.0,0,0,sales,medium
Sophia Brock,1,0.37,0.47,2.0,138.0,3.0,1,0,accounting,medium
Pearl Sanchez,1,0.81,0.97,5.0,243.0,5.0,0,0,support,medium
Ola Robinson,1,0.09,0.9,7.0,296.0,4.0,0,0,technical,medium
Dennis McDaniel,1,0.1,0.88,7.0,267.0,4.0,0,0,management,medium
Isaiah Peters,1,0.39,0.49,2.0,144.0,3.0,0,0,marketing,medium
Sue Stevenson,1,0.83,0.95,4.0,251.0,5.0,0,0,marketing,medium
Ann Schultz,1,0.45,0.57,2.0,148.0,3.0,0,0,marketing,high
Tommy Silva,1,0.43,0.51,2.0,141.0,3.0,0,0,sales,low
Alice Graham,1,0.8,0.75,3.0,268.0,2.0,0,0,sales,medium
Jim Roberson,1,0.1,0.86,6.0,247.0,4.0,0,0,sales,medium
Ida Ramirez,1,0.1,0.55,2.0,247.0,4.0,0,0,sales,medium
Eliza Nichols,1,0.36,0.52,2.0,146.0,3.0,0,0,sales,medium
Elsie Lamb,1,0.38,0.5,2.0,140.0,3.0,0,0,sales,low
Bobby Powell,1,0.78,0.98,5.0,263.0,6.0,0,0,sales,low
Adelaide Moran,1,0.44,0.49,2.0,145.0,3.0,0,0,sales,low
Rosie Tran,1,0.41,0.46,2.0,156.0,3.0,1,0,sales,low
Bradley Allen,1,0.72,0.85,5.0,244.0,6.0,0,0,sales,low
Laura Luna,1,0.46,0.54,2.0,144.0,3.0,0,0,sales,low
Sara Bowman,1,0.1,0.9,7.0,286.0,4.0,0,0,sales,low
Leon Valdez,1,0.34,0.67,4.0,141.0,2.0,0,0,sales,low
Allen Craig,1,0.11,0.89,6.0,260.0,5.0,0,0,sales,low
Amelia Vaughn,1,0.38,0.56,2.0,154.0,3.0,0,0,sales,low
Nell Glover,1,0.82,0.92,5.0,225.0,5.0,0,0,sales,low
Leah Casey,1,0.39,0.57,2.0,127.0,3.0,0,0,sales,low
Bettie Larson,1,0.44,0.53,2.0,140.0,3.0,0,0,sales,low
Eugene Frazier,1,0.43,0.52,2.0,147.0,3.0,0,0,sales,low
Micheal Warren,1,0.84,0.83,4.0,227.0,5.0,0,0,accounting,low
Joel Hicks,1,0.43,0.48,2.0,153.0,3.0,0,0,accounting,low
Elmer Lucas,1,0.37,0.52,2.0,128.0,3.0,0,0,accounting,low
Warren Bowman,1,0.74,0.97,4.0,228.0,5.0,0,0,hr,low
Derek Padilla,1,0.73,0.97,5.0,235.0,5.0,0,0,hr,low
Hulda Miller,1,0.37,0.47,2.0,148.0,3.0,0,0,hr,low
Grace Palmer,1,0.58,0.62,4.0,238.0,3.0,0,0,hr,low
Marie Hopkins,1,0.4,0.54,2.0,141.0,3.0,0,0,technical,medium
Dustin Ball,1,0.51,0.83,5.0,249.0,4.0,0,0,technical,medium
Jerome Sandoval,1,0.46,0.5,2.0,151.0,3.0,0,0,technical,medium
Nell Lindsey,1,0.45,0.54,2.0,129.0,3.0,0,0,technical,medium
Clarence Perkins,1,0.46,0.5,2.0,156.0,3.0,0,0,technical,medium
Nicholas Lewis,1,0.39,0.45,2.0,134.0,3.0,0,0,technical,medium
Hallie Reeves,1,0.09,0.88,6.0,269.0,4.0,0,0,technical,medium
Mable Burke,1,0.09,0.77,6.0,290.0,4.0,0,0,technical,medium
Lucille Andrews,1,0.37,0.51,2.0,132.0,3.0,0,0,technical,medium
Agnes Roberson,1,0.1,0.89,7.0,308.0,4.0,0,0,technical,medium
Ray Harrington,1,0.77,1.0,4.0,232.0,5.0,0,0,technical,medium
Harriett Nichols,1,0.79,0.86,5.0,235.0,5.0,0,0,support,medium
Augusta Crawford,1,0.43,0.55,2.0,130.0,3.0,0,0,support,high
Catherine Quinn,1,0.38,0.53,2.0,146.0,3.0,0,0,support,low
Margaret Norris,1,0.77,0.91,5.0,221.0,6.0,0,0,support,medium
Olivia Pena,1,0.44,0.5,2.0,130.0,3.0,0,0,support,medium
Leon Cox,1,0.39,0.46,2.0,136.0,3.0,0,0,support,medium
Harold Floyd,1,0.78,0.89,5.0,274.0,6.0,0,0,support,medium
Hannah Bryant,1,0.1,0.79,6.0,256.0,5.0,0,0,support,low
Harriett Ellis,1,0.1,0.77,5.0,276.0,4.0,0,0,support,low
Chris Stanley,1,0.75,0.85,5.0,267.0,5.0,0,0,support,low
Milton Bates,1,0.46,0.62,6.0,213.0,3.0,0,0,support,low
Nell Bell,1,0.91,0.97,4.0,274.0,6.0,0,0,technical,low
Irene Baldwin,1,0.1,0.92,6.0,258.0,4.0,0,0,technical,low
Virginia Alvarez,1,0.72,0.6,3.0,153.0,5.0,0,0,technical,low
Anne Wagner,1,0.11,0.95,6.0,245.0,4.0,0,0,management,low
Fred Blair,1,0.11,0.94,6.0,264.0,4.0,0,0,IT,low
Raymond Murphy,1,0.46,0.57,2.0,154.0,3.0,0,0,IT,low
Etta Hughes,1,0.37,0.46,2.0,149.0,3.0,0,0,IT,low
Seth Gordon,1,0.46,0.5,2.0,157.0,3.0,0,0,IT,low
Jeffrey Pope,1,0.43,0.57,2.0,127.0,3.0,0,0,IT,low
Fred Jacobs,1,0.11,0.82,6.0,270.0,4.0,0,0,product_mng,low
Laura Padilla,1,0.73,0.89,5.0,236.0,6.0,0,0,product_mng,low
Nora Warren,1,0.43,0.47,2.0,158.0,3.0,0,0,product_mng,low
Ellen Cruz,1,0.86,1.0,5.0,229.0,5.0,0,0,product_mng,low
Gilbert Green,1,0.1,0.83,6.0,269.0,4.0,0,0,IT,low
Bessie Allen,1,0.4,0.49,2.0,128.0,3.0,0,0,sales,low
Cynthia Blake,1,0.11,0.87,7.0,278.0,4.0,0,0,sales,low
Luis Fernandez,1,0.86,0.98,3.0,158.0,5.0,0,0,sales,low
Gary Flores,1,0.42,1.0,3.0,202.0,3.0,0,0,sales,medium
Lillie Santiago,1,0.79,0.84,4.0,240.0,5.0,0,0,sales,medium
Willie Freeman,1,0.1,0.96,7.0,255.0,4.0,0,0,marketing,medium
Minerva Lynch,1,0.09,0.92,7.0,254.0,4.0,0,0,sales,medium
Janie Copeland,1,0.09,0.82,6.0,257.0,4.0,0,0,accounting,medium
Jorge Bailey,1,0.87,1.0,4.0,228.0,5.0,0,0,support,medium
Herbert Hall,1,0.36,0.49,2.0,145.0,3.0,0,0,technical,medium
Allen Rhodes,1,0.42,0.75,3.0,218.0,4.0,0,0,management,medium
Shawn Jenkins,1,0.84,0.86,5.0,268.0,5.0,0,0,marketing,medium
Nannie Andrews,1,0.1,0.83,6.0,278.0,4.0,0,0,marketing,medium
Eugenia Glover,1,0.78,0.71,3.0,249.0,5.0,0,0,marketing,medium
Frederick Barnes,1,0.35,0.99,3.0,236.0,4.0,0,0,sales,medium
Laura Obrien,1,0.1,0.81,7.0,291.0,4.0,0,0,sales,high
Gary Tyler,1,0.11,0.8,6.0,306.0,4.0,0,0,sales,low
